City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
257,hamilton,39.1834,-84.5333,-3.4799999999999613,74,0,3.09,US,1669892642
258,roebourne,-20.7833,117.1333,30.78000000000003,39,3,7.38,AU,1669892827
259,irmo,34.086,-81.1832,1.5200000000000387,80,0,0.0,US,1669892828
260,novouzensk,50.4592,48.1431,-2.1299999999999955,54,0,2.92,RU,1669892828
261,constitucion,-35.3333,-72.4167,13.980000000000018,53,0,1.9,CL,1669892829
262,port-cartier,50.0334,-66.8654,3.1200000000000045,99,100,3.35,CA,1669892829
263,merauke,-8.4667,140.3333,27.010000000000048,83,100,5.01,ID,1669892829
264,hakui,36.8833,136.7833,7.050000000000011,93,92,3.24,JP,1669892830
265,pangkalanbuun,-2.6833,111.6167,24.370000000000005,94,93,0.6,ID,1669892830
266,okhotsk,59.3833,143.3,-19.24999999999997,99,100,3.86,RU,1669892830
267,viedma,-40.8135,-62.9967,15.850000000000023,56,0,3.22,AR,1669892831
268,chimbote,-9.0853,-78.5783,18.350000000000023,87,71,2.04,PE,1669892831
269,woodward,36.4337,-99.3904,0.5100000000000477,63,0,7.72,US,1669892543
270,torres,-29.3353,-49.7269,23.24000000000001,97,100,3.4,BR,1669892832
271,sampit,-2.5333,112.95,24.55000000000001,92,84,1.17,ID,1669892832
272,zheleznodorozhnyy,55.7503,38.0042,-8.70999999999998,84,100,1.23,RU,1669892832
273,sibu,2.3,111.8167,23.610000000000014,97,100,1.01,MY,1669892832
274,polunochnoye,60.8697,60.4153,-20.769999999999982,100,67,1.1,RU,1669892833
275,male,4.1748,73.5089,27.879999999999995,71,9,4.57,MV,1669892833
276,shitanjing,39.2342,106.3439,-9.859999999999957,15,50,2.56,CN,1669892834
277,prykolotne,50.1604,37.3474,-0.4399999999999977,37,100,6.7,UA,1669892542
278,mattru,7.6244,-11.8332,30.83000000000004,62,88,0.13,SL,1669892834
279,palotina,-24.2839,-53.84,23.650000000000034,71,11,3.28,BR,1669892835
280,fort pierce,27.4467,-80.3256,24.010000000000048,86,0,8.05,US,1669892835
281,henties bay,-22.116,14.2845,19.02000000000004,74,14,5.17,NA,1669892835
282,linqiong,30.4159,103.4609,6.910000000000025,61,86,0.41,CN,1669892836
283,aksarka,66.5606,67.7975,-22.18999999999997,97,21,3.59,RU,1669892836
284,biloela,-24.4167,150.5,14.78000000000003,91,39,3.29,AU,1669892836
285,buluang,13.3068,123.3425,25.420000000000016,88,100,2.31,PH,1669892837
286,agadez,19.75,10.25,22.77000000000004,22,29,2.97,NE,1669892837
287,aitape,-3.1374,142.3475,25.99000000000001,87,100,3.57,PG,1669892837
288,portland,45.5234,-122.6762,4.330000000000041,91,40,5.66,US,1669892838
289,vardo,70.3705,31.1107,0.9900000000000091,75,75,4.12,NO,1669892838
290,san pedro buenavista,16.0833,-93.1167,18.230000000000018,99,53,1.09,MX,1669892838
291,pangnirtung,66.1451,-65.7125,-25.559999999999974,67,35,3.11,CA,1669892839
292,grindavik,63.8424,-22.4338,6.260000000000048,81,75,11.32,IS,1669892839
293,victoria,22.2855,114.1577,16.810000000000002,77,42,7.15,HK,1669892840
294,ahipara,-35.1667,173.1667,14.910000000000025,74,99,5.28,NZ,1669892840
295,san policarpo,12.1791,125.5072,27.410000000000025,85,100,6.74,PH,1669892841
296,beyneu,45.3167,55.2,-0.15999999999996817,18,0,3.92,KZ,1669892841
297,calderitas,18.55,-88.25,24.510000000000048,86,3,2.7,MX,1669892841
298,ishigaki,24.3448,124.1572,23.07000000000005,80,100,13.43,JP,1669892841
299,salgueiro,-8.0742,-39.1192,26.420000000000016,61,95,6.18,BR,1669892842
300,chenghai,23.4632,116.768,16.100000000000023,68,97,3.37,CN,1669892842
301,kompolt,47.7333,20.25,6.470000000000027,52,83,1.5,HU,1669892843
302,salta,-24.7859,-65.4117,17.54000000000002,85,93,1.34,AR,1669892741
303,rio bravo,25.9833,-98.1,13.930000000000007,61,100,4.4,MX,1669892844
304,namatanai,-3.6667,152.4333,26.960000000000036,79,88,2.06,PG,1669892845
305,empalme,27.9667,-110.8167,16.27000000000004,60,2,1.43,MX,1669892657
306,ixtapa,20.7,-105.2,20.680000000000007,85,27,0.95,MX,1669892846
307,benjamin constant,-4.3831,-70.0311,23.07000000000005,94,0,0.0,BR,1669892846
308,termiz,37.2242,67.2783,12.050000000000011,58,40,4.12,UZ,1669892846
309,hualmay,-11.0964,-77.6139,18.760000000000048,87,27,3.29,PE,1669892847
310,monte patria,-30.6919,-70.9467,17.629999999999995,68,15,1.12,CL,1669892847
311,xinzhi,36.4989,111.7047,-2.2199999999999704,12,100,0.62,CN,1669892847
312,srednekolymsk,67.45,153.6833,-24.22999999999999,97,100,7.17,RU,1669892848
313,kayseri,38.737,35.4968,16.010000000000048,51,40,1.03,TR,1669892796
314,micheweni,-4.9667,39.8333,28.060000000000002,69,99,3.06,TZ,1669892848
315,pitkyaranta,61.5734,31.4792,-2.2399999999999523,91,100,1.72,RU,1669892849
316,qurbus,36.8167,10.5687,16.02000000000004,59,91,3.8,TN,1669892849
317,port lincoln,-34.7333,135.8667,16.629999999999995,73,0,5.45,AU,1669892850
318,mnogovershinnyy,53.9353,139.9242,-19.349999999999966,92,100,7.31,RU,1669892850
319,ossora,59.2353,163.0719,-3.75,93,100,0.42,RU,1669892851
320,sakakah,29.9697,40.2064,19.160000000000025,39,0,1.46,SA,1669892851
321,nikolskoye,59.7035,30.7861,-4.0,76,100,1.25,RU,1669892851
322,puerto ayora,-0.7393,-90.3518,20.310000000000002,92,82,2.68,EC,1669892852
323,mosquera,4.7059,-74.2302,11.050000000000011,93,75,2.06,CO,1669892661
324,kholmy,51.871,32.6006,0.010000000000047748,54,100,5.5,UA,1669892852
325,mitu,1.1983,-70.1733,21.49000000000001,94,91,1.71,CO,1669892853
326,padang,-0.9492,100.3543,27.03000000000003,89,98,1.88,ID,1669892745
327,saint-pierre,-21.3393,55.4781,27.82000000000005,65,0,6.69,RE,1669892730
328,beringovskiy,63.05,179.3167,0.57000000000005,98,100,7.7,RU,1669892853
329,newcastle,-32.9272,151.7765,18.730000000000018,75,40,5.66,AU,1669892723
330,tessalit,20.1986,1.0114,26.960000000000036,14,98,2.45,ML,1669892854
